MOFRefcodes,LCD,PLD,LFPD,Volume,ASA_m2_g,ASA_m2_cm3,NASA_m2_g,NASA_m2_cm3,AV_VF,AV_cm3_g,NAV_cm3_g, H,C,N,F,Cl,Br,V,Cu,Zn,Zr,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen ,O2uptakemolkg,N2uptakemolkg,SelfdiffusionofO2cm2s,SelfdiffusionofN2cm2s,O2N2ratio,HenrysconstantO2,HenrysconstantN2,SelfdiffusionofO2cm2sinfDilute,SelfdiffusionofN2cm2sinfDilute
FAGMOS_clean,4.83565,3.90897,4.83387,1.11657,592.547,661.618,136.441,152.346,0.5228,0.468221,0,288,240,32,0,0,0,0,0,0,0,1,89,3.333333333,0,0.162133333,0.162133333,0,0.736116198,0.606735296,1.9083E-05,1.49223E-05,1.213241101,8.78231E-06,7.2868E-06,2.14131E-05,2.67722E-05
FAGQAI_clean,13.61199,8.61498,13.60121,0.481098,4197.32,2019.32,0,0,0.7864,1.63459,0,120,264,0,0,0,0,0,12,0,0,4,205,4.545454545,4,0.371891892,0.371891892,0,0.325354373,0.296311245,0.000395216,0.000408486,1.098015613,3.29017E-06,2.96182E-06,0.000419119,0.000422126
FAGREM_clean,7.38233,6.89343,7.38233,1.46524,992.751,1454.62,0,0,0.557,0.380143,0,32,72,0,0,0,0,0,0,16,0,0,57,22.22222222,3.5,1.094545455,1.094545455,0,0.220871381,0.211132105,0.000112921,0.000146509,1.046128826,2.27844E-06,2.20914E-06,0.000113152,0.000172144
FAHGAY_clean,5.42928,5.0549,5.42928,0.789805,2861.02,2259.65,0,0,0.6494,0.822229,0,24,72,0,0,0,0,0,0,0,0,1,61,8.333333333,8,1.1008,1.1008,0,0.616184988,0.608874239,0.000207377,0.00024764,1.012006993,6.44816E-06,6.47398E-06,0.000198303,0.00019072
FAHPOV_clean,15.83326,12.70856,15.77354,0.465056,4151.64,1930.74,0,0,0.8222,1.76796,0,96,192,0,0,0,0,0,0,16,0,0,145,8.333333333,3.25,0.50247191,0.50247191,0,0.314869275,0.279349958,0.000338251,0.000383051,1.127149892,3.23484E-06,2.83199E-06,0.000312081,0.00050564
FAHQIQ_clean,9.85392,4.35513,9.85392,0.853176,2434.78,2077.29,0,0,0.6662,0.780847,0,512,896,0,0,0,0,0,0,0,0,1,641,3.571428571,8,0.519245283,0.519245283,0,0.622051108,0.54540148,0.000166619,0.000166911,1.140537991,6.98659E-06,6.15041E-06,0.000184256,0.000158906
FAJYAS_clean,8.56248,6.70705,8.55013,0.843378,2273.46,1917.39,0,0,0.6388,0.75743,0,144,240,24,0,0,0,0,0,0,0,1,163,5,6.333333333,0.674193548,0.674193548,0.315789474,0.317753295,0.2821355,0.000212399,0.000251901,1.126243581,3.27284E-06,2.9105E-06,0.000193468,0.000240122
FAKLIO_clean,9.35143,8.40739,9.35026,0.753404,2195.93,1654.42,0,0,0.6524,0.865937,0,12,36,12,0,0,0,0,0,0,0,1,28,5.555555556,0,0.588387097,0.588387097,0,0.363533795,0.335430922,0.000178233,0.000228345,1.083781404,3.69035E-06,3.43974E-06,0.000274449,0.000240805
FAKLOU_clean,9.12795,8.03305,9.12795,0.879649,1854.72,1631.51,0,0,0.6538,0.743251,0,12,36,12,0,0,0,0,0,0,0,1,28,5.555555556,0,0.588387097,0.588387097,0,0.323359699,0.295084739,0.000125505,0.000163119,1.0958198,3.28553E-06,3.03866E-06,0.000162082,0.000162819
FAKLUA_clean,9.01677,8.0299,9.01677,0.819291,1966.39,1611.05,0,0,0.6454,0.787754,0,12,36,12,0,0,0,0,0,2,0,0,28,5.555555556,0,0.588387097,0.588387097,0,0.399183882,0.36987978,0.000193974,0.000187297,1.079226018,4.07048E-06,3.78784E-06,0.000184423,0.000202011
FAKMAH_clean,8.51474,7.6757,8.51474,0.756909,2281.31,1726.74,0,0,0.6586,0.870118,0,24,72,24,0,0,0,0,0,0,0,1,55,5.555555556,0,0.588387097,0.588387097,0,0.418123744,0.388459927,0.000197899,0.000220838,1.076362618,4.28328E-06,4.01857E-06,0.000228076,0.000263434
FAKNIR_clean,7.731,5.84497,7.731,0.960238,2206.58,2118.84,0,0,0.6484,0.675249,0,50,80,4,0,0,0,0,0,0,0,1,55,5,6,0.584691358,0.584691358,0.166666667,0.418912154,0.385697222,0.000188248,0.000139831,1.086116595,4.35499E-06,4.03743E-06,0.000168222,0.000192548
FALBAX_manual,16.15249,9.49143,16.1486,0.447193,4878.38,2181.58,0,0,0.8038,1.79743,0,768,1248,480,0,0,0,0,0,0,0,1,745,3.846153846,0,0.552727273,0.552727273,0,0.370432168,0.344518699,0.000329936,0.000287541,1.07521644,3.76425E-06,3.5258E-06,0.000320281,0.000338563
FALDAA_clean,6.52279,5.33991,6.32184,1.08899,1317.76,1435.02,0,0,0.579,0.531688,0,128,160,8,0,0,0,0,0,0,0,1,95,5,4.5,0.435764706,0.435764706,0.222222222,0.445563627,0.378771597,8.2168E-05,7.03623E-05,1.176338541,4.73068E-06,4.0667E-06,8.4417E-05,8.70404E-05
FALPOY_clean,5.64075,4.31698,5.64026,1.89914,941.762,1788.53,0,0,0.5702,0.300242,0,0,0,0,4,0,0,0,0,0,0,1,-1,0,4.2,2.381875,2.381875,0,0.710864206,0.97489606,0.000137962,7.90315E-05,0.729169226,8.46003E-06,1.36784E-05,0.00017709,9.6469E-05
FALVOF_clean,6.65756,4.5203,6.48608,1.39374,1211.03,1687.85,0,0,0.5882,0.422031,0,20,100,0,0,0,0,0,8,0,0,4,91,16,5,1.274074074,1.274074074,0,0.125426022,0.702939854,8.08314E-05,2.01972E-05,0.17843066,1.25982E-06,1.83946E-05,9.65136E-05,7.32246E-06
FAMPUH_clean,14.29727,6.50644,14.29727,0.67257,3507.91,2359.31,0,0,0.7568,1.12524,0,88,192,16,0,0,0,0,16,0,0,4,145,8.333333333,5,0.826122449,0.826122449,0.2,0.449296039,0.427456191,0.000265633,0.000322683,1.051092598,4.69946E-06,4.49201E-06,0.000288129,0.000283937
FAMQAO_clean,14.19972,6.54893,14.18609,0.666736,3453,2302.24,0,0,0.7576,1.13628,0,88,192,16,0,0,0,0,16,0,0,4,145,8.333333333,5,0.826122449,0.826122449,0.2,0.436118487,0.416150248,0.00029539,0.000287696,1.047983242,4.50426E-06,4.34942E-06,0.000302359,0.000264408
FAMQES_clean,13.92314,6.55268,13.92314,0.674226,3492.63,2354.83,0,0,0.7532,1.11713,0,88,192,16,0,0,0,0,16,0,0,4,145,8.333333333,5,0.826122449,0.826122449,0.2,0.454682001,0.43315341,0.000249808,0.000352404,1.049702,4.73748E-06,4.53171E-06,0.000236938,0.00029473
FANCIJ_clean,8.52966,7.16955,8.46063,1.09037,1139.32,1242.28,66.6376,72.6595,0.5784,0.530463,0,54,60,6,0,0,0,0,0,0,0,1,32.5,3.333333333,6,0.444179104,0.444179104,0.5,0.730336634,0.468281666,3.74139E-05,6.53691E-05,1.559609712,9.08441E-06,5.06303E-06,6.25759E-05,6.86186E-05
FANCOP_clean,8.31522,6.68432,8.30333,1.04032,1219.51,1268.68,85.7514,89.2086,0.5834,0.560791,0,54,60,6,0,0,0,0,0,0,0,1,32.5,3.333333333,6,0.444179104,0.444179104,0.5,0.8881436,0.714891315,2.99357E-05,4.14112E-05,1.242347726,1.17036E-05,8.13637E-06,3.77075E-05,4.50353E-05
FANDEG_clean,8.58478,6.98003,8.57286,1.05217,1242.83,1307.67,81.5358,85.7897,0.5892,0.559985,0,54,60,6,0,0,0,0,0,0,0,1,32.5,3.333333333,6,0.444179104,0.444179104,0.5,0.811109889,0.578674939,4.95939E-05,3.71383E-05,1.401667557,1.04416E-05,6.49582E-06,2.49001E-05,4.77778E-05
FANQER_clean,5.21362,4.0339,5.21362,1.50842,682.337,1029.25,0.140194,0.211472,0.5204,0.344996,0,16,48,40,0,0,0,0,0,0,0,1,31,20.83333333,0,1.066666667,1.066666667,0,0.071008142,0.057608678,7.31264E-05,7.92363E-05,1.232594543,7.1837E-07,5.70764E-07,0.000100645,8.31026E-05
FAPXEC_clean,7.23633,7.07944,7.22228,1.10849,1444.86,1601.62,0,0,0.5964,0.538029,0,32,64,0,0,0,0,8,0,0,0,8,49,12.5,5,0.955555556,0.955555556,0,0.475724928,0.44743139,0.00027971,0.000262706,1.063235479,4.91047E-06,4.77196E-06,0.00038746,0.00054159
FAPXIG_clean,7.25163,7.0872,7.25163,1.12925,1397.94,1578.62,0,0,0.5966,0.528317,0,24,64,0,0,0,0,8,0,0,0,8,53,12.5,5,1.011764706,1.011764706,0,0.484558776,0.445390354,0.00026989,0.000356912,1.087941783,5.03983E-06,4.73906E-06,0.000446092,0.000538615
FAPXOM_clean,7.22558,7.07954,7.22145,1.12985,1414.39,1598.05,0,0,0.5978,0.529098,0,24,64,0,0,0,0,8,0,0,0,8,53,12.5,5,1.011764706,1.011764706,0,0.488035855,0.449161303,0.000304086,0.000358131,1.086549202,5.06286E-06,4.78261E-06,0.000420355,0.000561491
FAQLUH_clean,7.25665,7.09719,7.24714,1.10687,1447.57,1602.27,0,0,0.5958,0.538276,0,32,64,0,0,0,0,8,0,0,0,8,49,12.5,5,0.955555556,0.955555556,0,0.473185412,0.449233351,0.000213462,0.000434977,1.053317638,4.87295E-06,4.7566E-06,0.000374079,0.000455555
FARBIL_clean,6.5257,5.85477,6.5257,1.16183,1135.97,1319.81,0,0,0.544,0.468226,0,32,40,0,0,0,0,4,0,0,0,8,25,10,5,0.716666667,0.716666667,0,0.452615727,0.454388627,0.000141068,0.000122354,0.996098274,4.8657E-06,5.08783E-06,0.00012579,0.000151472
FARFIO_clean,9.12316,6.55123,9.12316,1.31137,1319.82,1730.77,0,0,0.6458,0.492464,0,96,144,48,0,0,0,0,0,12,0,0,73,8.333333333,0,0.45037037,0.45037037,0,0.16393037,0.150100515,0.000244627,0.000305894,1.092137292,1.66336E-06,1.53237E-06,0.000221317,0.000301871
FARFOU_clean,8.96134,6.03917,8.96134,1.3138,1321.85,1736.65,0,0,0.6496,0.494443,0,96,144,48,0,0,0,0,0,12,0,0,73,8.333333333,0,0.45037037,0.45037037,0,0.171847984,0.158341628,0.00022533,0.000230782,1.085298835,1.75701E-06,1.62286E-06,0.000230769,0.000277499
FARFUA_clean,8.43305,5.99885,8.43305,1.37514,1205.84,1658.2,0,0,0.6292,0.457553,0,96,144,48,0,0,0,0,0,12,0,0,73,8.333333333,0,0.45037037,0.45037037,0,0.171589264,0.156980485,0.000168059,0.000219754,1.093061116,1.75873E-06,1.61718E-06,0.0002024,0.000226544
FARHIR_ion_b,6.8791,5.35126,6.8791,1.62906,514.901,838.805,0,0,0.3778,0.231913,0,32,56,0,0,0,0,0,0,0,0,1,41,10.71428571,4.333333333,0.286666667,0.286666667,0,0.405904963,0.38592448,8.22151E-05,7.07234E-05,1.051773038,4.85414E-06,5.12365E-06,0.000125505,0.000113651
FASHAK_clean,5.67537,4.91896,5.66915,1.31877,1268.34,1672.64,0,0,0.5816,0.441018,0,18,48,0,0,0,0,0,0,0,0,1,40,8.333333333,7.5,1.032,1.032,0,0.186870226,0.350521076,0.000118332,6.83826E-05,0.533121226,1.91758E-06,3.69763E-06,0.000145563,8.07524E-05
FASVIH_clean,7.36263,6.76595,7.35007,1.28937,1329.42,1714.12,0,0,0.6144,0.476511,0,12,32,0,0,0,0,0,8,0,0,4,27,25,3,1.086315789,1.086315789,0,0.234486865,0.229357064,0.000157117,0.000231137,1.022366,2.39422E-06,2.35939E-06,0.000303437,0.000227549
FASYUU_charged,5.1995,4.26246,5.17527,1.9801,296.268,586.64,0,0,0.4562,0.230392,0,192,240,48,0,0,0,0,32,0,0,4,125,16.66666667,0,0.256901408,0.256901408,0,0.221567191,0.213041897,8.25775E-05,7.61372E-05,1.040016983,2.76791E-06,2.72927E-06,0.000206572,0.000168057
FATKAO_clean,4.65609,3.80909,4.65088,1.95034,519.916,1014.02,0,0,0.465,0.238419,0,32,56,16,0,0,0,0,0,0,0,1,37,14.28571429,6,1.336,1.336,0.333333333,0.127885558,0.132233064,6.26395E-05,2.6733E-05,0.967122399,1.31241E-06,1.36515E-06,4.18073E-05,3.7717E-05
FATKIV_clean,14.84172,10.48506,14.13115,0.799535,1156.88,924.965,246.664,197.216,0.6364,0.795963,0,480,378,48,0,0,0,0,0,0,0,1,127,4.761904762,3,0.339141104,0.339141104,0.888888889,0.42557209,0.358091692,3.67613E-05,5.12581E-05,1.188444465,5.4313E-06,4.55183E-06,3.30765E-05,2.60306E-05
FATKOC_clean,4.67985,3.79401,4.65705,1.90793,530.135,1011.46,0,0,0.4774,0.250219,0,32,56,16,0,0,0,0,0,0,0,1,37,14.28571429,6,1.336,1.336,0.333333333,0.146687204,0.400839012,3.9456E-05,1.58155E-05,0.365950418,1.51943E-06,4.58337E-06,4.45262E-05,1.42834E-05
FATKUI_clean,4.71614,3.90797,4.71614,1.76449,616.182,1087.25,0,0,0.4914,0.278494,0,32,56,16,0,0,0,0,0,0,0,1,37,14.28571429,6,1.336,1.336,0.333333333,0.138352045,0.28032859,4.93397E-05,2.34444E-05,0.493535265,1.4272E-06,2.95764E-06,6.64995E-05,3.03749E-05
FATLUJ_clean,5.42171,4.28978,5.42171,1.20951,965.69,1168.02,3.4084,4.12251,0.5226,0.432074,0,52,56,10,0,0,0,0,4,0,0,4,28.5,7.142857143,5,0.698591549,0.698591549,0.5,0.288666637,0.260437881,0.000153754,0.000102126,1.108389592,3.13442E-06,2.85847E-06,0.000104948,0.000126435
FATQID_clean,11.53016,8.55287,11.53016,0.606791,3633.67,2204.88,0,0,0.8008,1.31973,0,176,304,16,0,0,0,0,40,0,0,4,213,13.15789474,4.2,0.860659341,0.860659341,0.095238095,0.254511883,0.24136931,0.000401857,0.000545224,1.054450059,2.56861E-06,2.41873E-06,0.00040978,0.000460517
FATVOM_clean,4.53669,4.03212,4.53669,1.59797,498.701,796.91,0,0,0.4212,0.263584,0,44,76,8,0,0,0,0,8,0,0,4,53,10.52631579,3,0.668,0.668,0.333333333,0.565286696,0.561250536,9.02579E-05,6.64952E-05,1.007191369,7.25286E-06,7.46398E-06,0.000104845,7.94667E-05
FAVFUG_clean,6.83841,4.77149,6.83841,1.02578,1855.69,1903.53,0,0,0.6082,0.592913,0,384,768,0,0,0,0,0,0,0,0,1,577,6.25,5.333333333,0.604835165,0.604835165,0,0.472602039,0.428733379,0.000127059,0.000105759,1.10232154,5.05204E-06,4.67057E-06,0.000126589,9.65296E-05
FAVGIV_clean,4.89361,4.27611,4.89361,1.63035,481.195,784.518,0,0,0.4718,0.289385,0,48,52,0,0,0,0,0,0,0,0,1,29,7.692307692,8.5,0.847536232,0.847536232,0,0.187871882,0.181688534,5.36031E-05,4.04399E-05,1.034032679,2.03136E-06,1.97769E-06,7.19534E-05,6.32359E-05
FAVGOB_clean,4.8913,4.26213,4.88425,1.63875,472.75,774.721,0,0,0.4632,0.282654,0,48,52,0,0,0,0,0,0,0,0,1,29,7.692307692,8.5,0.847536232,0.847536232,0,0.192067303,0.182865403,5.69493E-05,2.94102E-05,1.050320616,2.07355E-06,1.9819E-06,5.68634E-05,5.30307E-05
FAVGUH_clean,4.86763,4.2119,4.84866,1.64912,469.146,773.676,0,0,0.4688,0.284274,0,48,52,0,0,0,0,0,0,0,0,1,29,7.692307692,8.5,0.847536232,0.847536232,0,0.19409194,0.220454984,4.74179E-05,3.64181E-05,0.880415298,2.07404E-06,2.40002E-06,6.08788E-05,4.41475E-05
FAVHAO_clean,4.95666,4.40143,4.92219,1.63957,478.52,784.566,0,0,0.4652,0.283733,0,48,52,0,0,0,0,0,0,0,0,1,29,7.692307692,8.5,0.847536232,0.847536232,0,0.199657309,0.239432039,5.95443E-05,3.95265E-05,0.833878831,2.16356E-06,2.64206E-06,7.18291E-05,5.17168E-05
FAVHES_clean,4.81694,4.18094,4.81252,1.69685,446.011,756.814,0,0,0.4616,0.272033,0,48,52,0,0,0,0,0,0,0,0,1,29,7.692307692,8.5,0.847536232,0.847536232,0,0.197291102,0.237298495,5.26704E-05,3.59473E-05,0.831404777,2.14508E-06,2.55378E-06,5.51266E-05,3.69976E-05
FAVHIW_clean,4.93663,4.37848,4.91876,1.68898,458.419,774.259,0,0,0.459,0.271762,0,48,52,0,0,0,0,0,0,0,0,1,29,7.692307692,8.5,0.847536232,0.847536232,0,0.207494667,0.257983308,6.57447E-05,4.10642E-05,0.804294929,2.25267E-06,2.84145E-06,6.53301E-05,5.16589E-05
FAVKAP_clean,6.87609,5.10388,6.87609,1.0919,2239.37,2445.17,0,0,0.6468,0.592361,0,0,24,0,0,0,0,0,0,0,0,1,25,25,4.333333333,1.597142857,1.597142857,0,0.171123179,0.160861594,0.000174624,0.000208592,1.063791397,1.74402E-06,1.62596E-06,0.000221943,0.000258056
FAYPAY_clean,12.90794,5.24047,12.8925,0.673936,2984.72,2011.51,0,0,0.742,1.10099,0,192,276,72,0,0,0,0,0,20,0,0,163,7.246376812,2.4,0.631578947,0.631578947,1.5,0.335646662,0.295917726,0.00019502,0.000187676,1.134256697,3.42497E-06,3.02342E-06,0.000222076,0.000172538
FAYPEC_clean,11.32938,4.75784,11.28719,0.745804,2389.63,1782.19,0,0,0.6898,0.924908,0,288,324,72,0,0,0,0,0,20,0,0,163,6.172839506,2.4,0.510638298,0.510638298,1.5,0.361156442,0.316423456,8.84883E-05,8.94661E-05,1.141370638,3.7418E-06,3.2865E-06,8.95105E-05,7.85792E-05
FAYPIG_clean,11.51198,6.01308,11.45567,0.74228,2401.5,1782.59,0,0,0.7098,0.956244,0,120,150,36,0,0,0,0,0,10,0,0,82,6.666666667,2.4,0.564705882,0.564705882,1.5,0.344822788,0.296954574,0.000146539,0.000152372,1.16119709,3.54157E-06,3.05043E-06,0.000167496,0.000176207
FAYPOM_clean,8.33734,7.34032,8.33734,0.888945,1992.16,1770.92,0,0,0.637,0.71658,0,112,146,36,0,0,0,0,0,10,0,0,82,6.849315068,3.2,0.653333333,0.653333333,1.125,0.326072571,0.295429467,4.38842E-05,5.17803E-05,1.103723926,3.33882E-06,3.04512E-06,5.68803E-05,7.20709E-05
FAYQAZ_clean,13.25092,5.37829,12.95797,0.797039,1986.41,1583.25,0,0,0.6806,0.85391,0,272,312,72,0,0,0,0,0,20,0,0,159,6.41025641,2.8,0.562185792,0.562185792,1.285714286,0.291317549,0.264349219,0.000105812,8.60077E-05,1.102017818,2.97442E-06,2.70265E-06,0.000114244,0.000104194
FAYQED_clean,12.559,10.1499,12.53561,0.533674,3729.68,1990.43,0,0,0.7818,1.46494,0,160,194,36,0,0,0,0,0,10,0,0,106,5.154639175,2.4,0.452830189,0.452830189,1.5,0.430375076,0.395902417,0.000181688,0.000191662,1.087073628,4.49633E-06,0.000004124,0.00020373,0.000160006
FAYQUT_clean,11.36736,8.26719,11.16554,0.777904,2191.54,1704.81,0,0,0.681,0.875429,0,256,372,72,0,0,0,0,0,20,0,0,227,5.376344086,2.4,0.5,0.5,1.5,0.379878502,0.341910336,0.000113089,0.000125217,1.111047142,4.08428E-06,3.67307E-06,9.57687E-05,0.000100216
FAZFET_clean,6.57316,4.4573,6.55727,1.65256,893.337,1476.29,0.89057,1.47172,0.5356,0.324103,0,320,80,80,0,0,0,128,0,0,0,8,-99,190,1.578947368,1.182300885,1.182300885,0.333333333,0.082782566,0.097699925,0.000115195,8.94364E-05,0.847314532,8.38038E-07,9.8909E-07,0.000108604,9.37037E-05
FAZPED_clean,7.63868,5.99081,7.63868,1.64589,455.527,749.747,0,0,0.4048,0.245946,0,48,72,30,0,6,0,0,0,0,0,1,38.5,16.66666667,2,1.00375,1.00375,1.25,0.160939319,0.160435007,7.78352E-05,7.32811E-05,1.003143403,1.68574E-06,1.74298E-06,7.80105E-05,0.000105378
FAZRAA_charged,5.45459,4.79592,5.43006,1.5554,515.086,801.166,0,0,0.4652,0.299087,0,24,20,8,0,2,0,0,0,0,0,1,6,10,4,0.807777778,0.807777778,1,0.426719411,0.423179093,2.81936E-05,3.46988E-05,1.008366004,5.21355E-06,5.36023E-06,7.90547E-05,7.5774E-05
FAZZEM_clean,5.74693,4.41081,5.68235,2.16525,403.211,873.054,0,0,0.4638,0.214201,0,20,28,4,0,0,0,0,0,0,0,1,18,42.85714286,3,1.36,1.36,0.111111111,0.068082845,0.112888276,7.57805E-05,4.67539E-05,0.603099347,6.84483E-07,1.08862E-06,0.000104999,6.92807E-05
FEBPUY_clean,5.08924,4.38524,5.07804,1.23823,935.44,1158.3,0,0,0.5392,0.435459,0,48,112,16,0,0,0,0,12,0,0,4,85,10.71428571,5.333333333,1.066666667,1.066666667,0.25,0.387790957,0.366121435,0.000193867,0.000144598,1.059186707,4.20958E-06,4.04814E-06,0.000153187,0.000175212
FEBXIV_clean,17.28638,15.74639,17.27933,0.293688,5076.95,1491.04,0,0,0.8788,2.99229,0,96,192,0,0,0,0,0,8,0,0,4,145,4.166666667,6,0.474482759,0.474482759,0,0.38634103,0.363725021,0.000683303,0.000834512,1.062178863,3.89693E-06,3.66646E-06,0.000741022,0.000758835
FECKAA_clean,5.54178,3.96898,5.52138,0.97764,1059.8,1036.11,75.8756,74.179,0.5832,0.596539,0,90,144,0,0,3,0,0,0,4,0,0,98.5,2.777777778,4.75,0.287846154,0.287846154,0,0.747097411,0.593896395,8.20653E-06,6.40895E-06,1.25795916,9.19003E-06,6.99229E-06,1.09466E-05,8.7431E-06
FECXAO_clean,5.79137,4.59346,5.79018,0.989543,1865.6,1846.09,0,0,0.6174,0.623924,0,90,162,0,0,0,0,0,0,0,0,1,118,3.703703704,6,0.42122449,0.42122449,0,0.7749828,0.730941974,6.96813E-05,4.76966E-05,1.060252151,8.62046E-06,8.36011E-06,8.58587E-05,7.17454E-05
FECXES_clean,10.76463,6.58995,10.58338,0.833076,2560.44,2133.05,0,0,0.7044,0.845541,0,80,148,0,0,0,0,0,16,0,0,4,109,10.81081081,5,0.849382716,0.849382716,0,0.548260952,0.483863297,0.000173121,0.000209451,1.133090597,6.55807E-06,5.57966E-06,0.000183372,0.000157503
FECXUI_clean,10.09798,5.67724,10.08611,0.924829,2218.46,2051.69,0,0,0.69,0.746084,0,140,288,0,0,0,0,0,0,32,0,0,219,11.11111111,3.25,0.634326241,0.634326241,0,0.364527922,0.320847706,0.000142226,0.000173266,1.136140027,3.80357E-06,3.32081E-06,0.000153849,0.000150867
FECYUJ_clean,9.54146,5.39642,9.54146,0.925869,2257.59,2090.23,2.10107,1.94532,0.6792,0.733581,0,72,144,0,0,0,0,0,0,16,0,0,109,11.11111111,3.25,0.629859155,0.629859155,0,0.38073784,0.342540198,0.000141837,0.000135049,1.111512874,3.96591E-06,3.56892E-06,0.000140741,0.000171638
FECZAQ_manual,8.47974,5.36674,8.47974,0.984083,2045.13,2012.57,0,0,0.6646,0.67535,0,64,120,0,0,0,0,0,0,16,0,0,89,13.33333333,3.25,0.70984127,0.70984127,0,0.295453183,0.248784077,0.00015155,0.00015923,1.187588799,3.00901E-06,2.56597E-06,0.000169141,0.000206569
FEDBEX_clean,5.54956,5.03901,5.54956,1.56747,902.91,1415.29,0,0,0.5562,0.354839,0,6,18,6,0,0,0,0,0,0,0,1,14.5,11.11111111,6,1.352727273,1.352727273,0.5,0.125041434,0.125510786,0.000128781,8.92725E-05,0.996260471,1.27856E-06,1.28117E-06,0.000125772,0.000113283
FEDJUT_clean,5.96744,5.49898,5.96744,1.13229,1509.87,1709.61,0,0,0.5662,0.500051,0,12,12,2,0,0,0,0,0,0,0,1,6.5,16.66666667,4,0.933333333,0.933333333,0.25,0.262083163,2.260329076,0.000291821,4.62772E-05,0.115949118,2.64067E-06,3.35751E-05,0.000289775,0.000134296
FEFCUQ_clean,8.87571,6.35025,8.74283,0.77796,2725.88,2120.63,0,0,0.673,0.865083,0,48,76,4,0,0,0,0,0,4,0,0,52,5.263157895,4,0.454054054,0.454054054,0.25,0.454157783,0.411012667,0.000193909,0.000232149,1.104972715,4.66561E-06,4.23022E-06,0.000220454,0.00024797
FEFDEB_manual,13.10906,11.59751,13.10906,0.53928,3959.36,2135.2,0,0,0.77,1.42783,0,56,68,4,0,0,0,0,0,4,0,0,40,5.882352941,4,0.184615385,0.184615385,0.25,0.315998404,0.289156908,0.000339597,0.00025872,1.092826752,3.19783E-06,2.91758E-06,0.000285302,0.000377913
FEFDIF_clean,13.96202,11.82505,13.96202,0.466468,5387.64,2513.16,0,0,0.8384,1.79733,0,8,20,8,0,0,0,0,0,2,0,0,15,10,4,1.126956522,1.126956522,1,0.26094202,0.248152869,0.000391806,0.000494217,1.051537389,2.62316E-06,2.4753E-06,0.000562102,0.000552338
FEFZOF_clean,4.86334,3.89341,4.85268,1.78217,625.914,1115.48,0,0,0.5442,0.305359,0,0,16,16,0,0,0,0,0,0,0,1,13,50,0,0.868571429,0.868571429,0,0.153538912,0.137713502,6.7546E-05,8.75575E-05,1.114915458,1.5813E-06,1.40154E-06,0.000102996,8.24761E-05
FEGNIQ_clean,7.13681,4.81158,7.13681,1.15152,1138.24,1310.71,0,0,0.528,0.458524,0,96,168,16,0,0,0,0,0,8,0,0,117,4.761904762,7,0.701395349,0.701395349,0.285714286,0.259994939,0.255126097,8.03487E-05,8.48477E-05,1.019084059,2.73981E-06,2.74616E-06,8.76337E-05,8.37918E-05
FEHCIG_manual,7.75569,7.04294,7.74271,0.956692,1710.86,1636.76,0,0,0.6308,0.659355,0,80,96,16,0,0,0,0,0,8,0,0,53,8.333333333,2,0.214214876,0.214214876,1,0.419782128,0.381006818,9.24904E-05,0.000117884,1.101770647,4.33918E-06,3.98999E-06,0.000131128,0.000115974
FEJDII01_clean,5.11637,4.26776,5.11637,1.65956,735.403,1220.45,0,0,0.5874,0.353949,0,16,0,0,0,0,0,0,0,12,0,0,-7,0,4,1.794782609,1.794782609,0,0.1770563,0.16800403,4.98163E-05,5.83554E-05,1.053881268,1.85295E-06,1.76293E-06,6.22926E-05,5.77663E-05
FEJDII_clean,5.18964,4.3206,5.16791,1.64976,777.148,1282.11,0,0,0.607,0.367932,0,8,0,0,0,0,0,0,0,6,0,0,-3,0,4,1.794782609,1.794782609,0,0.181794847,0.174534908,4.90941E-05,5.25975E-05,1.041595915,1.90093E-06,1.83454E-06,7.64781E-05,6.8424E-05
FENROG_clean,5.38209,4.56613,5.38209,1.67781,1175.69,1972.59,0,0,0.6206,0.369888,0,16,16,0,0,0,0,0,0,0,0,1,9,25,4,1.058461538,1.058461538,0,0.151099069,0.177988468,0.000187452,0.000148924,0.848926174,1.52999E-06,1.81396E-06,0.000189247,0.000117677
FEQSIF_clean,9.23636,5.60978,9.22645,0.773392,3026.49,2340.66,0,0,0.7012,0.906656,0,48,74,0,0,0,0,0,0,0,0,1,51,10.81081081,5.5,0.869885057,0.869885057,0,0.529319511,0.469764173,0.000176619,0.000215532,1.126777097,6.00382E-06,5.23105E-06,0.000175629,0.000186626
FERHAN_clean,10.23981,6.40536,10.23981,0.784123,2335.4,1831.24,146.734,115.057,0.6978,0.889911,0,72,96,0,0,0,0,0,0,8,0,0,61,8.333333333,4.75,0.610841121,0.610841121,0,0.412134382,0.370028916,0.000176679,0.000170067,1.113789663,4.54826E-06,4.12996E-06,0.000149088,0.000178575
FERWAC_clean,4.92077,3.87767,4.92014,1.42345,1024.2,1457.89,0,0,0.5614,0.394393,0,24,48,24,0,0,0,0,0,0,0,1,31,18.75,0,0.694857143,0.694857143,0,0.350862696,0.313448094,5.50235E-05,6.12048E-05,1.119364587,3.82882E-06,3.40318E-06,6.19486E-05,5.69004E-05
